Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,G/L Account Description,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
TORONTO WATER,5309-183,7/29/2019,7/30/2019,AMZN MKTP CA MA18P1GF2,19.98,CAD,19.98,CAD,4804,WIRELESS DEVICES,TW2025,D&C: CENTRAL SERVICES,4816,Computer Network/Information Services,FOR APPLE IPAD PENCIL PROTECTOR
TORONTO WATER,5310-230,7/31/2019,7/31/2019,AMZN MKTP CA MA0NZ2VH2,102.71,CAD,102.71,CAD,4804,WIRELESS DEVICES,TW2025,D&C: CENTRAL SERVICES,4816,Computer Network/Information Services,LAPTOP STAND FOR SUPERVISOR TRUCK
,,,,,"2,470.80",CAD,"2,470.80",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5298-653,7/12/2019,7/15/2019,MULTI TIRECRAFT,779.42,CAD,779.42,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00264,E-CENTRAL2-TURF&HORT,5541,Service Stations (with or without Ancill,REPLACEMENT TIRES FOR MOWERS
,,,,,779.42,CAD,779.42,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5289-132,7/2/2019,7/2/2019,VISTAPR*VISTAPRINT.CA,220.27,CAD,220.27,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13248,SUMMER CAMPS - ANTIBES CC,2741,Miscellaneous Publishing and Printing,CAMP BANNER
"PARKS, FORESTRY & RECREATION",5290-230,7/2/2019,7/3/2019,CDN TIRE STORE #00324,508.47,CAD,508.47,CAD,3020,M & E - COMMUNICATIONS,P13248,SUMMER CAMPS - ANTIBES CC,5200,Home Supply Warehouse,WALKIE TALKIES
"PARKS, FORESTRY & RECREATION",5290-231,7/3/2019,7/3/2019,COSTCO BUSINESS CENTER,181.25,CAD,181.25,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10285,ANTIBES CC-PRGM SUPPORT,5300,Wholesale Clubs,"BUTTER, GRANOLA BARS, JUICE"
"PARKS, FORESTRY & RECREATION",5291-529,7/4/2019,7/4/2019,WMT SUPRCTR #1109,38.25,CAD,38.25,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5411,"Grocery Stores, Supermarkets",FREEZIES
"PARKS, FORESTRY & RECREATION",5291-530,7/3/2019,7/4/2019,WAL-MART #5831,11.82,CAD,11.82,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5411,"Grocery Stores, Supermarkets",ICING
"PARKS, FORESTRY & RECREATION",5291-531,7/6/2019,7/6/2019,AMZN MKTP CA*MH9Q61JM0,99.58,CAD,99.58,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P11551,ANTIBES CC-SPORTS,4816,Computer Network/Information Services,"WHISTLES, DECORATIONS FOR FESTIVAL"
"PARKS, FORESTRY & RECREATION",5293-147,7/6/2019,7/6/2019,MICHAELS #3982,105.02,CAD,105.02,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10285,ANTIBES CC-PRGM SUPPORT,5945,"Game, Toy, and Hobby Shops","FACE PAINT, RIBBONS FOR FESTIVAL"
"PARKS, FORESTRY & RECREATION",5293-148,7/5/2019,7/5/2019,THE HOME DEPOT #7109,180.78,CAD,180.78,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06031,ANTIBES CC-SOCIAL PRGM,5200,Home Supply Warehouse,**MORE**  ROLLOC 240MM
"PARKS, FORESTRY & RECREATION",5297-249,7/10/2019,7/10/2019,COSTCO WHOLESALE W151,190.66,CAD,190.66,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P10285,ANTIBES CC-PRGM SUPPORT,5300,Wholesale Clubs,SNACKS FOR YOUTH EVENT
"PARKS, FORESTRY & RECREATION",5298-654,7/12/2019,7/15/2019,STRAIGHT POKER SUPPLIE,352.36,CAD,352.36,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5941,Sporting Goods Stores,CONFECTIONS
"PARKS, FORESTRY & RECREATION",5298-655,7/11/2019,7/15/2019,WAL-MART # 3105,104.98,CAD,104.98,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06031,ANTIBES CC-SOCIAL PRGM,5310,Discount Stores,PRESCHOOL SUPPLIES
"PARKS, FORESTRY & RECREATION",5298-656,7/11/2019,7/15/2019,WAL-MART # 3105,96.74,CAD,96.74,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5310,Discount Stores,FREEZIES
"PARKS, FORESTRY & RECREATION",5298-657,7/12/2019,7/15/2019,MANHATTAN TROPHIES LIM,67.80,CAD,67.80,CAD,2791,"RIBBONS, MEDALS & TROPHIES",P10285,ANTIBES CC-PRGM SUPPORT,5941,Sporting Goods Stores,GOLD PLATES FOR PLAQUE
"PARKS, FORESTRY & RECREATION",5298-658,7/12/2019,7/15/2019,MICHAELS #3982,56.50,CAD,56.50,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06031,ANTIBES CC-SOCIAL PRGM,5945,"Game, Toy, and Hobby Shops",VINYL
"PARKS, FORESTRY & RECREATION",5298-659,7/11/2019,7/15/2019,MICHAELS #3983,76.77,CAD,76.77,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06031,ANTIBES CC-SOCIAL PRGM,5945,"Game, Toy, and Hobby Shops",FACE PAINTING STENCILS
"PARKS, FORESTRY & RECREATION",5298-660,7/11/2019,7/15/2019,COSTCO WHOLESALE W535,588.40,CAD,588.40,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P10285,ANTIBES CC-PRGM SUPPORT,5300,Wholesale Clubs,"HOTDOGS, BURGERS"
"PARKS, FORESTRY & RECREATION",5298-661,7/11/2019,7/15/2019,THE HOME DEPOT #7129,-56.47,CAD,-56.47,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10285,ANTIBES CC-PRGM SUPPORT,5200,Home Supply Warehouse,REFUND ON PAINT
"PARKS, FORESTRY & RECREATION",5298-662,7/11/2019,7/15/2019,COSTCO WHOLESALE W535,-66.65,CAD,-66.65,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10285,ANTIBES CC-PRGM SUPPORT,5300,Wholesale Clubs,REFUND
"PARKS, FORESTRY & RECREATION",5307-294,7/24/2019,7/26/2019,BULK BARN # 574,32.75,CAD,32.75,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5499,Miscellaneous Food Stores - Convenience,BANANA CHIPS
"PARKS, FORESTRY & RECREATION",5307-295,7/24/2019,7/26/2019,WAL-MART # 3111,49.29,CAD,49.29,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P11551,ANTIBES CC-SPORTS,5411,"Grocery Stores, Supermarkets",BINS
"PARKS, FORESTRY & RECREATION",5307-296,7/24/2019,7/26/2019,WAL-MART # 3111,47.56,CAD,47.56,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5411,"Grocery Stores, Supermarkets",CHEERIOS
"PARKS, FORESTRY & RECREATION",5308-341,7/27/2019,7/29/2019,AMAZON.CA MA0Z71C00,111.87,CAD,111.87,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P10285,ANTIBES CC-PRGM SUPPORT,4816,Computer Network/Information Services,MAIL BOX
"PARKS, FORESTRY & RECREATION",5310-231,7/30/2019,7/31/2019,COSTCO WHOLESALE W159,88.07,CAD,88.07,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13248,SUMMER CAMPS - ANTIBES CC,5300,Wholesale Clubs,PLAYDOH
"PARKS, FORESTRY & RECREATION",5310-232,7/30/2019,7/31/2019,COSTCO WHOLESALE W159,174.21,CAD,174.21,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5300,Wholesale Clubs,FOOD SUPPLIES FOR CAMP
,,,,,"3,260.28",CAD,"3,260.28",CAD,,,,,,,
PUBLIC HEALTH,5297-250,7/10/2019,7/10/2019,MEDICAL MART MEDLINE C,66.95,CAD,66.95,CAD,2825,DENTAL SUPPLIES,PH3740,HEATHLY SMILES PRG,5047,Laboratory/Medical/Dental/Ophthalmic Hos,DENTAL MATERIAL
PUBLIC HEALTH,5300-234,7/16/2019,7/17/2019,MEDICAL MART MEDLINE C,25.98,CAD,25.98,CAD,2825,DENTAL SUPPLIES,PH3740,HEATHLY SMILES PRG,5047,Laboratory/Medical/Dental/Ophthalmic Hos,DENTAL SUPPLIES
PUBLIC HEALTH,5300-235,7/16/2019,7/17/2019,TANGENT COMPUTER INC,925.99,CAD,691.55,USD,3320,FIXTURES,PH3740,HEATHLY SMILES PRG,5045,"Computers, Computer Peripheral Equipment",WALL MOUNTS
PUBLIC HEALTH,5303-375,7/19/2019,7/22/2019,BOMIMED INC.,"-1,878.05",CAD,"-1,878.05",CAD,2825,DENTAL SUPPLIES,PH3740,HEATHLY SMILES PRG,5047,Laboratory/Medical/Dental/Ophthalmic Hos,DENTAL SUPPLIES
PUBLIC HEALTH,5309-184,7/29/2019,7/30/2019,NEWFIELDS V. INCORPORA,114.13,CAD,114.13,CAD,2825,DENTAL SUPPLIES,PH3740,HEATHLY SMILES PRG,5047,Laboratory/Medical/Dental/Ophthalmic Hos,DENTAL SUPPLIES
,,,,,-745.00,CAD,"-1,670.99",CAD,,,,,,,
,,,,,,,691.55,USD,,,,,,,
TORONTO PARAMEDIC SERVICES,5289-133,7/2/2019,7/2/2019,COSTCO WHOLESALE W535,46.76,CAD,46.76,CAD,4822,RECEPTIONS & PUBLIC RELATIONS,B00001,EMS PROGRAM DEVELOPMENT LEADER,5300,Wholesale Clubs,GRADUATION CEREMONY CAKES AND WATER
TORONTO PARAMEDIC SERVICES,5290-232,7/2/2019,7/3/2019,SHEPPARD AND KODIAK ES,13.68,CAD,13.68,CAD,4822,RECEPTIONS & PUBLIC RELATIONS,B00001,EMS PROGRAM DEVELOPMENT LEADER,5542,"Fuel Dispenser, Automated",GRADUATION CEREMONY SUPPLIES-ICE AND ICE BAG
TORONTO PARAMEDIC SERVICES,5306-274,7/24/2019,7/25/2019,IKEA ETOBICOKE,677.67,CAD,677.67,CAD,2790,PRESENTATION/PROMOTIONAL ITEMS,B48100,MF STN - 1300 WILSON AVE (OPERATIONS),5712,"Equipment, Furniture, and Home Furnishin",FRAMES
TORONTO PARAMEDIC SERVICES,5308-342,7/26/2019,7/29/2019,MICHAELS #3983,176.17,CAD,176.17,CAD,2790,PRESENTATION/PROMOTIONAL ITEMS,B00001,EMS PROGRAM DEVELOPMENT LEADER,5945,"Game, Toy, and Hobby Shops",FRAME MOUNTING SUPPIES
TORONTO PARAMEDIC SERVICES,5308-343,7/26/2019,7/29/2019,LK PRINT AND SIGN,43.51,CAD,43.51,CAD,2792,"BANNERS, FLAGS & SIGNS",*****,,7338,"Quick Copy, Reproduction, and Blueprinti",EVENT SIGNAGE
TORONTO PARAMEDIC SERVICES,5308-344,7/26/2019,7/29/2019,LK PRINT AND SIGN,72.32,CAD,72.32,CAD,2792,"BANNERS, FLAGS & SIGNS",*****,,7338,"Quick Copy, Reproduction, and Blueprinti",EVENT SIGNAGE
,,,,,"1,030.11",CAD,"1,030.11",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-532,7/4/2019,7/4/2019,DOLLARAMA # 555,92.10,CAD,92.10,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P03391,SPECIAL EVENTS - CITY WIDE YOUTH,5310,Discount Stores,YOUTH GAMES
"PARKS, FORESTRY & RECREATION",5297-251,7/10/2019,7/10/2019,FOOD BASICS #653,31.78,CAD,31.78,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P03391,SPECIAL EVENTS - CITY WIDE YOUTH,5411,"Grocery Stores, Supermarkets",SNACKS FOR YOUTH GAMES VOLUNTEERS
"PARKS, FORESTRY & RECREATION",5298-663,7/12/2019,7/15/2019,FOOD BASICS #653,39.35,CAD,39.35,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12841,RC- CITY WIDE - YOUTH -YOUTH OUTREACH,5411,"Grocery Stores, Supermarkets",YOUTH COUNCIL SNACKS
"PARKS, FORESTRY & RECREATION",5298-664,7/12/2019,7/15/2019,LITTLE CAESARS,38.58,CAD,38.58,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12841,RC- CITY WIDE - YOUTH -YOUTH OUTREACH,5814,Quick Payment Service - Fast-Food Restau,FOOD FOR YOUTH COUNCIL MEETING
"PARKS, FORESTRY & RECREATION",5298-665,7/11/2019,7/15/2019,DOLLARAMA # 555,33.48,CAD,33.48,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P03391,SPECIAL EVENTS - CITY WIDE YOUTH,5310,Discount Stores,"RING BINDGERS, FILE FOLDERS"
"PARKS, FORESTRY & RECREATION",5299-167,7/15/2019,7/16/2019,DOLLARAMA # 230,59.44,CAD,59.44,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P03391,SPECIAL EVENTS - CITY WIDE YOUTH,5310,Discount Stores,"BINGO MARKERS, CLIPBOARDS"
"PARKS, FORESTRY & RECREATION",5299-168,7/15/2019,7/16/2019,STAPLES STORE #159,20.75,CAD,20.75,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P03391,SPECIAL EVENTS - CITY WIDE YOUTH,5943,"Office, School Supply, and Stationery St",PAGE PROTECTORS
"PARKS, FORESTRY & RECREATION",5300-236,7/15/2019,7/17/2019,DAILY BREAD FOOD BANK,60.00,CAD,60.00,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13541,YOUTH LOUNGE- HERON PARK,8398,"Organizations, Charitable and Social Ser",DAILY BREAD FOOD PROGRAM
"PARKS, FORESTRY & RECREATION",5300-237,7/16/2019,7/17/2019,FAMOUS PLAYER 7404QPS,48.54,CAD,48.54,CAD,4118,TICKETS AND ADMISSION FEES,P13541,YOUTH LOUNGE- HERON PARK,7832,Motion Picture Theaters,CAMP TRIP
"PARKS, FORESTRY & RECREATION",5300-238,7/16/2019,7/17/2019,FAMOUS PLAYER 7404QPS,-8.09,CAD,-8.09,CAD,4118,TICKETS AND ADMISSION FEES,P13541,YOUTH LOUNGE- HERON PARK,7832,Motion Picture Theaters,REFUND
"PARKS, FORESTRY & RECREATION",5301-265,7/16/2019,7/18/2019,LITTLE CAESARS,29.92,CAD,29.92,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12841,RC- CITY WIDE - YOUTH -YOUTH OUTREACH,5814,Quick Payment Service - Fast-Food Restau,LEADERSHIP PROGRAM FOOD FOR PARTICIPANTS
"PARKS, FORESTRY & RECREATION",5305-257,7/23/2019,7/24/2019,FOOD BASICS #653,56.62,CAD,56.62,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P12841,RC- CITY WIDE - YOUTH -YOUTH OUTREACH,5411,"Grocery Stores, Supermarkets",LEADERSHIP PROGRAM FOOD FOR PARTICIPANTS
"PARKS, FORESTRY & RECREATION",5306-275,7/24/2019,7/25/2019,CTRL V NORTH YORK,225.89,CAD,225.89,CAD,4118,TICKETS AND ADMISSION FEES,P12901,YOUTH LOUNGE- CW,7994,Video Game Arcades/Establishments,ADMISSION FOR STAFF DEVELOPMENT/TEAM BLDNG
,,,,,728.36,CAD,728.36,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5288-221,6/28/2019,7/1/2019,CDN TIRE STORE #00019,-18.07,CAD,-18.07,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02589,LAWRENCE HGTS-LEISURE/PBLC-OUTDR,5200,Home Supply Warehouse,CORDED PHONE RETURN
"PARKS, FORESTRY & RECREATION",5291-533,7/3/2019,7/4/2019,CDN TIRE STORE #00019,23.71,CAD,23.71,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02589,LAWRENCE HGTS-LEISURE/PBLC-OUTDR,5200,Home Supply Warehouse,POWER CORD AND TAPE
"PARKS, FORESTRY & RECREATION",5302-272,7/18/2019,7/19/2019,BEST BUY CANADA #927,192.09,CAD,192.09,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02589,LAWRENCE HGTS-LEISURE/PBLC-OUTDR,5732,Electronic Sales,WIRELESS SPEAKER
"PARKS, FORESTRY & RECREATION",5303-376,7/18/2019,7/22/2019,THE HOME DEPOT #7129,6.76,CAD,6.76,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02589,LAWRENCE HGTS-LEISURE/PBLC-OUTDR,5200,Home Supply Warehouse,PVC CEMENT
"PARKS, FORESTRY & RECREATION",5304-174,7/19/2019,7/23/2019,CDN TIRE STORE #00126,75.70,CAD,75.70,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02589,LAWRENCE HGTS-LEISURE/PBLC-OUTDR,5200,Home Supply Warehouse,WALKIE TALKIES
,,,,,280.19,CAD,280.19,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5296-246,7/9/2019,7/9/2019,PRINCESS AUTO 36,39.53,CAD,39.53,CAD,2710,GENERAL HARDWARE,P12856,RAVINE & WATERCOURSE MAINTENANCE,5085,Industrial Supplies Not Elsewhere Classi,GAS CAN SELF VENTING
,,,,,39.53,CAD,39.53,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5290-233,7/3/2019,7/3/2019,RIPLEYS AQUARIUM,318.21,CAD,318.21,CAD,4118,TICKETS AND ADMISSION FEES,P02696,NORTH TORONTO-INSTRL-INDR,7998,"Aquariums, Dolphinariums, Seaquariums",SWIM CAMP TRIP
"PARKS, FORESTRY & RECREATION",5293-149,7/4/2019,7/5/2019,TTC VICTORIA PARK STAT,189.75,CAD,189.75,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,4789,Transportation Services-Not Elsewhere Cl,CAMP TRANSPORTATION
"PARKS, FORESTRY & RECREATION",5297-252,7/10/2019,7/10/2019,ONTARIO SCIENCE CENTRE,100.80,CAD,100.80,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,7991,Tourist Attractions and Exhibits,SWIM CAMP FIELD TRIP DEPOSIT
"PARKS, FORESTRY & RECREATION",5298-666,7/11/2019,7/15/2019,YOUR DOLLAR STORE WITH,21.19,CAD,21.19,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,5999,Miscellaneous and Specialty Retail Store,FUNDAY SUPPLIES
"PARKS, FORESTRY & RECREATION",5298-667,7/13/2019,7/15/2019,DOLLARAMA #0985,64.75,CAD,64.75,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,5310,Discount Stores,SWIM CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5298-668,7/11/2019,7/15/2019,ALI'S NO FRILLS #3636,13.54,CAD,13.54,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,5411,"Grocery Stores, Supermarkets",SWIM CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5300-239,7/16/2019,7/17/2019,COSTCO WHOLESALE W151,129.94,CAD,129.94,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,5300,Wholesale Clubs,SWIM CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION",5301-266,7/17/2019,7/18/2019,ONTARIO SCIENCE CENTRE,64.80,CAD,64.80,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,7991,Tourist Attractions and Exhibits,CAMP TRIP
"PARKS, FORESTRY & RECREATION",5305-258,7/22/2019,7/24/2019,PIZZA HUT,5.00,CAD,5.00,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P02696,NORTH TORONTO-INSTRL-INDR,5814,Quick Payment Service - Fast-Food Restau,SWIM CAMP LUNCH POLICY
,,,,,907.98,CAD,907.98,CAD,,,,,,,
FIRE SERVICES,5288-222,6/28/2019,7/1/2019,THE HOME DEPOT #7012,135.36,CAD,135.36,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,FR0008,FIRE SAFETY EDUCATION,5200,Home Supply Warehouse,**MORE**  10FT COND.
FIRE SERVICES,5306-276,7/23/2019,7/25/2019,SHELL,75.06,CAD,75.06,CAD,2260,GASOLINE,FR0025,MECHANICAL MAINT-VEHICLE MAINT,5542,"Fuel Dispenser, Automated",FUEL
FIRE SERVICES,5308-345,7/26/2019,7/29/2019,HUMBER COLLEGE ETS,150.00,CAD,150.00,CAD,4310,TRAINING & DEVELOPMENT - EXTERNAL,FR0027,PROFDEV/TRAINING-OPERATIONS TRAINING,8220,"Colleges, Universities, Professional Sch",FIRE PROTECTION EXAM 2012
,,,,,360.42,CAD,360.42,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5290-234,7/3/2019,7/3/2019,JJ DOWNS INDUSTRIAL,218.23,CAD,218.23,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,PLUMBING SUPPLIES
"PARKS, FORESTRY & RECREATION",5293-150,7/5/2019,7/5/2019,BRAFASCO / ETOBICOKE,11.45,CAD,11.45,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,COUPLING
"PARKS, FORESTRY & RECREATION",5300-240,7/16/2019,7/17/2019,WATER AND ICE NORTH AM,"2,974.16",CAD,"2,974.16",CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5996,Swimming Pools - Sales and Supplies,PUMP
"PARKS, FORESTRY & RECREATION",5300-241,7/16/2019,7/17/2019,WATER AND ICE NORTH AM,323.18,CAD,323.18,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5996,Swimming Pools - Sales and Supplies,PUMP TUBE
"PARKS, FORESTRY & RECREATION",5301-267,7/17/2019,7/18/2019,JJ DOWNS INDUSTRIAL,35.06,CAD,35.06,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,"VALVES, WASHERS"
"PARKS, FORESTRY & RECREATION",5301-268,7/17/2019,7/18/2019,JJ DOWNS INDUSTRIAL,254.25,CAD,254.25,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,PUMP
"PARKS, FORESTRY & RECREATION",5301-269,7/17/2019,7/18/2019,JJ DOWNS INDUSTRIAL,"1,206.41",CAD,"1,206.41",CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,"VALVE, CLAMP"
"PARKS, FORESTRY & RECREATION",5303-377,7/18/2019,7/22/2019,JJ DOWNS INDUSTRIAL,19.72,CAD,19.72,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,"COUPLING, NIPPLE"
"PARKS, FORESTRY & RECREATION",5305-259,7/23/2019,7/24/2019,SQ  SQ  POOL BUOY CORP,847.50,CAD,847.50,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,1520,General Contractors - Residential and Co,VALVE
"PARKS, FORESTRY & RECREATION",5310-233,7/30/2019,7/31/2019,JJ DOWNS INDUSTRIAL,967.22,CAD,967.22,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5085,Industrial Supplies Not Elsewhere Classi,"NOZZLES, VALVE"
,,,,,"6,857.18",CAD,"6,857.18",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5291-534,7/4/2019,7/4/2019,THE HOME DEPOT #7114,79.00,CAD,79.00,CAD,3040,M & E - RECREATIONAL & EDUCATIONAL,P09698,EARL BALES-INSTRL,5200,Home Supply Warehouse,**MORE**  10DUOPOWER36
"PARKS, FORESTRY & RECREATION",5291-535,7/4/2019,7/4/2019,CDN TIRE STORE #00242,315.87,CAD,315.87,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P04318,EARL BALES-HOLIDAY CAMPS,5200,Home Supply Warehouse,"CHALKBOARD, BLENDER"
"PARKS, FORESTRY & RECREATION",5291-536,7/5/2019,7/5/2019,AMZN MKTP CA*MH5OI4JH2,110.18,CAD,110.18,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13248,SUMMER CAMPS - ANTIBES CC,4816,Computer Network/Information Services,"PAPER PLATES, TATTOOS, EYE DROPPERS"
"PARKS, FORESTRY & RECREATION",5291-537,7/5/2019,7/5/2019,IKEA ETOBICOKE,77.36,CAD,77.36,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13248,SUMMER CAMPS - ANTIBES CC,5712,"Equipment, Furniture, and Home Furnishin",PEG BOARD
"PARKS, FORESTRY & RECREATION",5291-538,7/3/2019,7/4/2019,WAL-MART #1004,349.56,CAD,349.56,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P09698,EARL BALES-INSTRL,5411,"Grocery Stores, Supermarkets",FOOD FOR PROGRAM
"PARKS, FORESTRY & RECREATION",5291-539,7/4/2019,7/4/2019,DOLLARAMA # 780,176.00,CAD,176.00,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13248,SUMMER CAMPS - ANTIBES CC,5310,Discount Stores,"WIND SPINNERS, PLAYING CARDS, FRISBEES, DICE"
"PARKS, FORESTRY & RECREATION",5291-540,7/4/2019,7/4/2019,INSTITUTE OF CANADIAN,593.25,CAD,593.25,CAD,4102,ENTERTAINER AND BAND FEES,P04703,EARL BALES-SUMMER FUN,8299,Educational Services,SPECIAL GUEST FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION",5297-253,7/10/2019,7/10/2019,AMAZON.CA*MH7DV06C1,27.24,CAD,27.24,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P11408,EARL BALES-SOCIAL PRGM,4816,Computer Network/Information Services,SELF ADHESIVE MAGNETIC FRAME
"PARKS, FORESTRY & RECREATION",5297-254,7/8/2019,7/10/2019,CHECKERS FUN FACTORY I,"1,850.00",CAD,"1,850.00",CAD,4118,TICKETS AND ADMISSION FEES,P10285,ANTIBES CC-PRGM SUPPORT,7996,"Amusement Parks, Carnivals, Circuses, Fo",CAMP TRIP DEPOSIT
"PARKS, FORESTRY & RECREATION",5297-255,7/10/2019,7/10/2019,METRO #401,204.78,CAD,204.78,CAD,2750,FOOD & NON-ALCOHOLIC BEVERAGES,P13248,SUMMER CAMPS - ANTIBES CC,5411,"Grocery Stores, Supermarkets","FRUITS, FREEZIES, EGGS"
"PARKS, FORESTRY & RECREATION",5298-669,7/12/2019,7/15/2019,SKYZONE-TORONTO (CA100,"2,276.95",CAD,"2,276.95",CAD,4118,TICKETS AND ADMISSION FEES,P13248,SUMMER CAMPS - ANTIBES CC,7999,Recreation Services (Not Elsewhere Class,CAMP TRIP
